Freq.,Free Freq.,Size,Surface Form,Establishment turn,Spanning,Priming,First Speaker,Turns,Span Lists,Dialogue id,Speakers,Experiment
2,0,1,but,123,5,2,B,"118,123","[[118, 123]]",2533,"B,M",Finetune DialoGPT - Normal
2,0,1,that,121,5,7,B,"116,121","[[116, 121]]",2533,"B,M",Finetune DialoGPT - Normal
2,0,1,the,41,5,1,B,"36,41","[[36, 41]]",2533,"B,M",Finetune DialoGPT - Normal
7,1,1,you,3,99,1,B,"0,3,14,19,94,97,99","[[0, 3], [14, 19], [94, 97, 99]]",2533,"B,M",Finetune DialoGPT - Normal
2,0,1,it,21,1,1,B,"20,21","[[20, 21]]",2533,"B,M",Finetune DialoGPT - Normal
7,1,1,know,3,19,1,B,"2,3,6,9,18,19,21","[[2, 3], [6, 9], [18, 19, 21]]",2533,"B,M",Finetune DialoGPT - Normal
2,0,1,do,9,5,2,B,"4,9","[[4, 9]]",2533,"B,M",Finetune DialoGPT - Normal
4,0,1,have,97,29,1,B,"94,97,118,123","[[94, 97], [118, 123]]",2533,"B,M",Finetune DialoGPT - Normal
2,0,1,really,25,5,1,B,"20,25","[[20, 25]]",2533,"B,M",Finetune DialoGPT - Normal
3,1,1,my,67,5,6,B,"62,64,67","[[62, 64, 67]]",2533,"B,M",Finetune DialoGPT - Normal
2,0,1,they,41,3,1,B,"38,41","[[38, 41]]",2533,"B,M",Finetune DialoGPT - Normal
2,0,1,if,3,3,1,B,"0,3","[[0, 3]]",2533,"B,M",Finetune DialoGPT - Normal
2,0,1,been,5,5,1,B,"0,5","[[0, 5]]",2533,"B,M",Finetune DialoGPT - Normal
2,0,1,little,21,1,2,B,"20,21","[[20, 21]]",2533,"B,M",Finetune DialoGPT - Normal
2,0,1,funny,21,1,1,B,"20,21","[[20, 21]]",2533,"B,M",Finetune DialoGPT - Normal
2,0,1,kids,123,5,2,B,"118,123","[[118, 123]]",2533,"B,M",Finetune DialoGPT - Normal
2,0,1,she,91,5,2,B,"86,91","[[86, 91]]",2533,"B,M",Finetune DialoGPT - Normal
2,0,1,were,93,1,2,B,"92,93","[[92, 93]]",2533,"B,M",Finetune DialoGPT - Normal
2,0,1,foley's,111,1,1,B,"110,111","[[110, 111]]",2533,"B,M",Finetune DialoGPT - Normal
2,0,1,twins,93,1,1,B,"92,93","[[92, 93]]",2533,"B,M",Finetune DialoGPT - Normal
2,0,3,"and , uh",63,5,6,B,"58,63","[[58, 63]]",2537,"B,M",Finetune DialoGPT - Normal
2,0,3,"but , uh",45,5,3,B,"40,45","[[40, 45]]",2537,"B,M",Finetune DialoGPT - Normal
8,2,2,", uh",17,51,7,B,"12,14,16,17,40,45,58,63","[[12, 14, 16, 17], [14, 16, 17], [16, 17], [40, 45], [58, 63]]",2537,"B,M",Finetune DialoGPT - Normal
4,0,2,"uh ,",45,15,12,B,"40,45,52,55","[[40, 45], [52, 55]]",2537,"B,M",Finetune DialoGPT - Normal
3,1,2,"it ,",45,5,8,B,"40,44,45","[[40, 44, 45], [44, 45]]",2537,"B,M",Finetune DialoGPT - Normal
2,0,2,"and ,",63,5,8,B,"58,63","[[58, 63]]",2537,"B,M",Finetune DialoGPT - Normal
5,1,2,right .,31,37,2,B,"28,31,62,64,65","[[28, 31], [62, 64, 65]]",2537,"B,M",Finetune DialoGPT - Normal
2,0,2,"but ,",45,5,4,B,"40,45","[[40, 45]]",2537,"B,M",Finetune DialoGPT - Normal
2,0,2,"that ,",47,1,5,B,"46,47","[[46, 47]]",2537,"B,M",Finetune DialoGPT - Normal
2,0,2,it .,45,1,3,B,"44,45","[[44, 45]]",2537,"B,M",Finetune DialoGPT - Normal
2,0,2,. i,45,1,1,B,"44,45","[[44, 45]]",2537,"B,M",Finetune DialoGPT - Normal
2,0,2,of a,43,3,2,B,"40,43","[[40, 43]]",2537,"B,M",Finetune DialoGPT - Normal
6,0,1,it,43,21,10,B,"40,43,44,45,56,61","[[40, 43, 44, 45], [44, 45], [56, 61]]",2537,"B,M",Finetune DialoGPT - Normal
5,1,1,right,31,37,2,B,"28,31,62,64,65","[[28, 31], [62, 64, 65]]",2537,"B,M",Finetune DialoGPT - Normal
2,0,1,that's,21,3,4,B,"18,21","[[18, 21]]",2537,"B,M",Finetune DialoGPT - Normal
2,0,1,is,17,3,3,B,"14,17","[[14, 17]]",2537,"B,M",Finetune DialoGPT - Normal
2,0,1,not,43,5,5,B,"38,43","[[38, 43]]",2537,"B,M",Finetune DialoGPT - Normal
3,1,1,on,69,5,8,B,"64,66,69","[[64, 66, 69]]",2537,"B,M",Finetune DialoGPT - Normal
2,0,1,what,17,5,2,B,"12,17","[[12, 17]]",2537,"B,M",Finetune DialoGPT - Normal
2,0,1,be,43,5,2,B,"38,43","[[38, 43]]",2537,"B,M",Finetune DialoGPT - Normal
3,1,1,can,61,5,3,B,"56,58,61","[[56, 58, 61], [58, 61]]",2537,"B,M",Finetune DialoGPT - Normal
3,1,1,much,43,5,2,B,"40,43,45","[[40, 43, 45]]",2537,"B,M",Finetune DialoGPT - Normal
2,0,3,"and , and",19,3,1,B,"16,19","[[16, 19]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,3,if i had,75,1,1,B,"74,75","[[74, 75]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,2,"uh ,",45,5,7,B,"40,45","[[40, 45]]",2547,"B,M",Finetune DialoGPT - Normal
5,1,2,", uh",55,45,9,B,"52,55,57,96,97","[[52, 55, 57], [96, 97]]",2547,"B,M",Finetune DialoGPT - Normal
4,0,2,", it",15,73,3,B,"12,15,84,85","[[12, 15], [84, 85]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,2,", and",19,3,3,B,"16,19","[[16, 19]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,2,", you",19,3,3,B,"16,19","[[16, 19]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,2,"know ,",19,3,3,B,"16,19","[[16, 19]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,2,"well ,",85,5,4,B,"80,85","[[80, 85]]",2547,"B,M",Finetune DialoGPT - Normal
4,0,2,"it ,",15,7,1,B,"12,15,16,19","[[12, 15], [16, 19]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,2,"but ,",61,1,3,B,"60,61","[[60, 61]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,2,"a ,",97,5,3,B,"92,97","[[92, 97]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,2,a hundred,57,5,2,B,"52,57","[[52, 57]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,2,from the,71,3,2,B,"68,71","[[68, 71]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,2,would be,97,1,2,B,"96,97","[[96, 97]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,2,would have,25,3,1,B,"22,25","[[22, 25]]",2547,"B,M",Finetune DialoGPT - Normal
6,0,1,and,19,41,6,B,"16,19,20,25,52,57","[[16, 19], [20, 25], [52, 57]]",2547,"B,M",Finetune DialoGPT - Normal
12,2,1,a,19,97,3,B,"16,19,20,25,52,57,92,94,96,97,110,113","[[16, 19], [20, 25], [52, 57], [92, 94, 96, 97], [94, 96, 97], [96, 97], [110, 113]]",2547,"B,M",Finetune DialoGPT - Normal
9,1,1,the,19,69,3,B,"16,19,22,27,68,71,80,82,85","[[16, 19], [22, 27], [68, 71], [80, 82, 85], [82, 85]]",2547,"B,M",Finetune DialoGPT - Normal
7,1,1,i,27,53,4,B,"22,27,28,29,31,74,75","[[22, 27], [28, 29, 31], [74, 75]]",2547,"B,M",Finetune DialoGPT - Normal
10,2,1,it,15,77,4,B,"10,12,15,16,19,20,25,84,85,87","[[10, 12, 15], [12, 15], [16, 19], [20, 25], [84, 85, 87]]",2547,"B,M",Finetune DialoGPT - Normal
3,1,1,is,83,3,4,B,"80,82,83","[[80, 82, 83], [82, 83]]",2547,"B,M",Finetune DialoGPT - Normal
5,1,1,it's,15,9,5,B,"10,12,15,16,19","[[10, 12, 15], [12, 15], [16, 19]]",2547,"B,M",Finetune DialoGPT - Normal
9,1,1,that,19,81,2,B,"16,19,28,33,80,83,92,94,97","[[16, 19], [28, 33], [80, 83], [92, 94, 97], [94, 97]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,1,know,19,3,3,B,"16,19","[[16, 19]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,1,you,19,3,3,B,"16,19","[[16, 19]]",2547,"B,M",Finetune DialoGPT - Normal
4,0,1,but,19,43,3,B,"18,19,60,61","[[18, 19], [60, 61]]",2547,"B,M",Finetune DialoGPT - Normal
5,1,1,would,25,75,4,B,"22,25,92,96,97","[[22, 25], [92, 96, 97]]",2547,"B,M",Finetune DialoGPT - Normal
4,0,1,to,19,81,2,B,"16,19,96,97","[[16, 19], [96, 97]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,1,well,85,5,4,B,"80,85","[[80, 85]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,1,for,15,5,2,B,"10,15","[[10, 15]]",2547,"B,M",Finetune DialoGPT - Normal
3,1,1,was,87,5,4,B,"82,84,87","[[82, 84, 87]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,1,not,95,3,1,B,"92,95","[[92, 95]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,1,there,15,5,1,B,"10,15","[[10, 15]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,1,house,57,5,2,B,"52,57","[[52, 57]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,1,be,97,1,2,B,"96,97","[[96, 97]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,1,home,57,3,4,B,"54,57","[[54, 57]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,1,hundred,57,5,3,B,"52,57","[[52, 57]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,1,really,101,1,4,B,"100,101","[[100, 101]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,1,still,57,5,1,B,"52,57","[[52, 57]]",2547,"B,M",Finetune DialoGPT - Normal
2,0,3,"and , uh",63,3,3,B,"60,63","[[60, 63]]",2552,"B,M",Finetune DialoGPT - Normal
11,3,2,", uh",29,75,5,B,"24,26,28,29,33,60,63,82,87,94,99","[[24, 26, 28, 29], [26, 28, 29], [28, 29, 33], [60, 63], [82, 87], [94, 99]]",2552,"B,M",Finetune DialoGPT - Normal
4,0,2,"uh ,",97,9,5,B,"94,97,102,103","[[94, 97], [102, 103]]",2552,"B,M",Finetune DialoGPT - Normal
5,1,2,right .,3,71,1,B,"0,3,66,69,71","[[0, 3], [66, 69, 71]]",2552,"B,M",Finetune DialoGPT - Normal
4,0,2,", and",29,61,2,B,"26,29,82,87","[[26, 29], [82, 87]]",2552,"B,M",Finetune DialoGPT - Normal
5,1,2,"and ,",35,31,3,B,"32,35,58,60,63","[[32, 35], [58, 60, 63], [60, 63]]",2552,"B,M",Finetune DialoGPT - Normal
6,2,2,", i",33,71,3,B,"28,32,33,94,97,99","[[28, 32, 33], [32, 33], [94, 97, 99]]",2552,"B,M",Finetune DialoGPT - Normal
2,0,2,"right ,",13,1,1,B,"12,13","[[12, 13]]",2552,"B,M",Finetune DialoGPT - Normal
2,0,2,i think,29,1,1,B,"28,29","[[28, 29]]",2552,"B,M",Finetune DialoGPT - Normal
2,0,2,that .,53,3,2,B,"50,53","[[50, 53]]",2552,"B,M",Finetune DialoGPT - Normal
2,0,2,"yeah ,",93,5,1,B,"88,93","[[88, 93]]",2552,"B,M",Finetune DialoGPT - Normal
2,0,2,", they",93,1,2,B,"92,93","[[92, 93]]",2552,"B,M",Finetune DialoGPT - Normal
22,4,1,uh,27,87,4,B,"22,24,26,27,28,29,33,60,63,76,77,82,87,94,97,99,102,103,104,107,108,109","[[22, 24, 26, 27], [24, 26, 27, 28, 29], [26, 27, 28, 29], [28, 29, 33], [60, 63], [76, 77], [82, 87], [94, 97, 99], [102, 103, 104, 107], [104, 107, 108, 109]]",2552,"B,M",Finetune DialoGPT - Normal
9,1,1,that,29,63,2,B,"24,26,29,50,53,72,77,82,87","[[24, 26, 29], [26, 29], [50, 53], [72, 77], [82, 87]]",2552,"B,M",Finetune DialoGPT - Normal
4,0,1,a,5,97,1,B,"4,5,96,101","[[4, 5], [96, 101]]",2552,"B,M",Finetune DialoGPT - Normal
12,2,1,right,3,71,1,B,"0,3,12,13,42,44,47,50,51,66,69,71","[[0, 3], [12, 13], [42, 44, 47], [44, 47], [50, 51], [66, 69, 71]]",2552,"B,M",Finetune DialoGPT - Normal
2,0,1,you,33,5,3,B,"28,33","[[28, 33]]",2552,"B,M",Finetune DialoGPT - Normal
5,1,1,know,35,63,4,B,"30,32,35,88,93","[[30, 32, 35], [32, 35], [88, 93]]",2552,"B,M",Finetune DialoGPT - Normal
2,0,1,the,49,3,6,B,"46,49","[[46, 49]]",2552,"B,M",Finetune DialoGPT - Normal
3,1,1,they,93,5,12,B,"88,92,93","[[88, 92, 93], [92, 93]]",2552,"B,M",Finetune DialoGPT - Normal
2,0,1,she,85,5,4,B,"80,85","[[80, 85]]",2552,"B,M",Finetune DialoGPT - Normal
2,0,1,be,75,5,5,B,"70,75","[[70, 75]]",2552,"B,M",Finetune DialoGPT - Normal
3,1,1,but,85,5,1,B,"80,82,85","[[80, 82, 85]]",2552,"B,M",Finetune DialoGPT - Normal
2,0,1,think,29,1,1,B,"28,29","[[28, 29]]",2552,"B,M",Finetune DialoGPT - Normal
2,0,1,for,85,5,4,B,"80,85","[[80, 85]]",2552,"B,M",Finetune DialoGPT - Normal
2,0,1,children,75,5,3,B,"70,75","[[70, 75]]",2552,"B,M",Finetune DialoGPT - Normal
2,0,1,they're,35,5,1,B,"30,35","[[30, 35]]",2552,"B,M",Finetune DialoGPT - Normal
2,0,1,goes,41,5,1,B,"36,41","[[36, 41]]",2552,"B,M",Finetune DialoGPT - Normal
2,0,1,more,93,5,1,B,"88,93","[[88, 93]]",2552,"B,M",Finetune DialoGPT - Normal
2,0,2,i think,85,3,1,B,"82,85","[[82, 85]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,2,did you,43,1,1,B,"42,43","[[42, 43]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,2,is .,13,1,1,B,"12,13","[[12, 13]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,2,"garland ,",5,1,1,B,"4,5","[[4, 5]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,2,"say ,",59,3,1,B,"56,59","[[56, 59]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,2,these people,43,1,1,B,"42,43","[[42, 43]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,2,what the,13,1,1,B,"12,13","[[12, 13]]",2585,"B,M",Finetune DialoGPT - Normal
8,2,1,i,13,73,2,B,"12,13,54,56,59,61,82,85","[[12, 13], [54, 56, 59], [56, 59, 61], [82, 85]]",2585,"B,M",Finetune DialoGPT - Normal
3,1,1,the,13,5,2,B,"12,13,17","[[12, 13, 17]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,1,a,13,5,3,B,"8,13","[[8, 13]]",2585,"B,M",Finetune DialoGPT - Normal
8,0,1,you,3,41,1,B,"2,3,8,13,28,33,42,43","[[2, 3], [8, 13], [28, 33], [42, 43]]",2585,"B,M",Finetune DialoGPT - Normal
4,0,1,right,11,19,2,B,"10,11,26,29","[[10, 11], [26, 29]]",2585,"B,M",Finetune DialoGPT - Normal
6,2,1,know,13,51,3,B,"8,12,13,17,56,59","[[8, 12, 13], [12, 13, 17], [56, 59]]",2585,"B,M",Finetune DialoGPT - Normal
5,1,1,to,17,47,3,B,"12,14,17,54,59","[[12, 14, 17], [14, 17], [54, 59]]",2585,"B,M",Finetune DialoGPT - Normal
4,0,1,that,27,63,1,B,"22,27,82,85","[[22, 27], [82, 85]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,1,in,13,3,4,B,"10,13","[[10, 13]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,1,what,13,1,1,B,"12,13","[[12, 13]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,1,don't,59,3,2,B,"56,59","[[56, 59]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,1,them,17,3,1,B,"14,17","[[14, 17]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,1,is,13,1,1,B,"12,13","[[12, 13]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,1,now,13,3,2,B,"10,13","[[10, 13]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,1,me,13,3,1,B,"10,13","[[10, 13]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,1,we,13,5,1,B,"8,13","[[8, 13]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,1,helped,45,3,1,B,"42,45","[[42, 45]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,1,popcorn,13,3,1,B,"10,13","[[10, 13]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,1,spanish,67,5,1,B,"62,67","[[62, 67]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,1,us,59,5,1,B,"54,59","[[54, 59]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,1,when,43,1,1,B,"42,43","[[42, 43]]",2585,"B,M",Finetune DialoGPT - Normal
2,0,3,"i mean ,",115,3,2,B,"112,115","[[112, 115]]",2641,"B,M",Finetune DialoGPT - Normal
14,2,2,", i",3,127,1,B,"2,3,4,7,72,74,75,88,91,96,99,101,124,129","[[2, 3, 4, 7], [4, 7], [72, 74, 75], [74, 75], [88, 91], [96, 99, 101], [124, 129]]",2641,"B,M",Finetune DialoGPT - Normal
8,0,2,"yeah ,",19,111,2,B,"14,19,38,39,82,83,122,125","[[14, 19], [38, 39], [82, 83], [122, 125]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,2,"oh ,",51,5,3,B,"46,51","[[46, 51]]",2641,"B,M",Finetune DialoGPT - Normal
4,0,2,"but ,",7,79,1,B,"2,7,76,81","[[2, 7], [76, 81]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,2,it was,91,3,4,B,"88,91","[[88, 91]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,2,to have,115,5,2,B,"110,115","[[110, 115]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,2,was a,105,3,3,B,"102,105","[[102, 105]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,2,", she",91,3,1,B,"88,91","[[88, 91]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,2,"a ,",75,3,1,B,"72,75","[[72, 75]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,2,in a,75,3,1,B,"72,75","[[72, 75]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,2,to get,49,3,1,B,"46,49","[[46, 49]]",2641,"B,M",Finetune DialoGPT - Normal
19,5,1,i,3,127,1,B,"2,3,4,7,72,74,75,88,91,94,96,98,99,101,112,115,117,124,129","[[2, 3, 4, 7], [4, 7], [72, 74, 75], [74, 75], [88, 91], [94, 96, 98, 99], [96, 98, 99, 101], [98, 99, 101], [112, 115, 117], [124, 129]]",2641,"B,M",Finetune DialoGPT - Normal
25,7,1,yeah,5,123,1,B,"2,5,14,19,26,31,38,39,41,43,50,53,80,82,83,85,92,93,98,100,102,103,122,124,125","[[2, 5], [14, 19], [26, 31], [38, 39, 41, 43], [50, 53], [80, 82, 83, 85], [82, 83, 85], [92, 93], [98, 100, 102, 103], [100, 102, 103], [102, 103], [122, 124, 125], [124, 125]]",2641,"B,M",Finetune DialoGPT - Normal
4,0,1,it,91,41,1,B,"88,91,126,129","[[88, 91], [126, 129]]",2641,"B,M",Finetune DialoGPT - Normal
8,0,1,but,7,85,1,B,"2,7,46,49,76,81,86,87","[[2, 7], [46, 49], [76, 81], [86, 87]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,1,oh,51,5,3,B,"46,51","[[46, 51]]",2641,"B,M",Finetune DialoGPT - Normal
4,0,1,was,91,17,10,B,"88,91,102,105","[[88, 91], [102, 105]]",2641,"B,M",Finetune DialoGPT - Normal
4,0,1,had,91,17,10,B,"88,91,102,105","[[88, 91], [102, 105]]",2641,"B,M",Finetune DialoGPT - Normal
4,0,1,just,91,41,5,B,"88,91,124,129","[[88, 91], [124, 129]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,1,in,75,3,1,B,"72,75","[[72, 75]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,1,one,105,3,6,B,"102,105","[[102, 105]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,1,she,91,3,4,B,"88,91","[[88, 91]]",2641,"B,M",Finetune DialoGPT - Normal
4,0,1,that's,45,45,2,B,"42,45,84,87","[[42, 45], [84, 87]]",2641,"B,M",Finetune DialoGPT - Normal
3,1,1,my,97,5,1,B,"92,96,97","[[92, 96, 97], [96, 97]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,1,for,91,3,5,B,"88,91","[[88, 91]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,1,me,47,5,1,B,"42,47","[[42, 47]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,1,see,81,5,3,B,"76,81","[[76, 81]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,1,thing,99,5,1,B,"94,99","[[94, 99]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,1,work,49,3,2,B,"46,49","[[46, 49]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,1,both,147,3,1,B,"144,147","[[144, 147]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,1,could,79,3,1,B,"76,79","[[76, 79]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,1,funny,117,1,1,B,"116,117","[[116, 117]]",2641,"B,M",Finetune DialoGPT - Normal
2,0,2,", you",47,5,1,B,"42,47","[[42, 47]]",2642,"B,M",Finetune DialoGPT - Normal
2,0,2,"yeah ,",55,1,2,B,"54,55","[[54, 55]]",2642,"B,M",Finetune DialoGPT - Normal
2,0,2,you get,27,3,1,B,"24,27","[[24, 27]]",2642,"B,M",Finetune DialoGPT - Normal
2,0,2,", yeah",37,1,1,B,"36,37","[[36, 37]]",2642,"B,M",Finetune DialoGPT - Normal
2,0,2,it off,27,3,1,B,"24,27","[[24, 27]]",2642,"B,M",Finetune DialoGPT - Normal
2,0,2,of a,29,5,1,B,"24,29","[[24, 29]]",2642,"B,M",Finetune DialoGPT - Normal
4,0,1,that,47,11,3,B,"44,47,54,55","[[44, 47], [54, 55]]",2642,"B,M",Finetune DialoGPT - Normal
2,0,1,of,29,5,2,B,"24,29","[[24, 29]]",2642,"B,M",Finetune DialoGPT - Normal
4,0,1,right,7,21,1,B,"4,7,22,25","[[4, 7], [22, 25]]",2642,"B,M",Finetune DialoGPT - Normal
2,0,1,off,27,3,1,B,"24,27","[[24, 27]]",2642,"B,M",Finetune DialoGPT - Normal
2,0,1,that's,57,3,3,B,"54,57","[[54, 57]]",2642,"B,M",Finetune DialoGPT - Normal
2,0,1,send,45,5,1,B,"40,45","[[40, 45]]",2642,"B,M",Finetune DialoGPT - Normal
2,0,4,"the peace corps ,",29,1,1,B,"28,29","[[28, 29]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,3,the peace corps,29,1,1,B,"28,29","[[28, 29]]",2657,"B,M",Finetune DialoGPT - Normal
4,0,2,", you",21,69,3,B,"18,21,82,87","[[18, 21], [82, 87]]",2657,"B,M",Finetune DialoGPT - Normal
3,1,2,"yeah ,",45,3,2,B,"44,45,47","[[44, 45, 47]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,2,", yeah",33,1,2,B,"32,33","[[32, 33]]",2657,"B,M",Finetune DialoGPT - Normal
3,1,2,to go,21,5,2,B,"16,18,21","[[16, 18, 21]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,2,but i,15,3,1,B,"12,15","[[12, 15]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,2,", she",15,3,1,B,"12,15","[[12, 15]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,2,", what",81,5,1,B,"76,81","[[76, 81]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,2,make them,33,1,1,B,"32,33","[[32, 33]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,2,money to,81,5,1,B,"76,81","[[76, 81]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,2,she only,15,3,1,B,"12,15","[[12, 15]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,2,they need,81,5,1,B,"76,81","[[76, 81]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,2,with the,71,3,1,B,"68,71","[[68, 71]]",2657,"B,M",Finetune DialoGPT - Normal
14,4,1,yeah,33,55,1,B,"30,32,33,34,36,39,42,44,45,47,48,49,80,85","[[30, 32, 33], [32, 33], [34, 36, 39], [36, 39], [42, 44, 45, 47], [44, 45, 47, 48, 49], [48, 49], [80, 85]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,1,but,15,3,1,B,"12,15","[[12, 15]]",2657,"B,M",Finetune DialoGPT - Normal
4,0,1,they,35,51,3,B,"30,35,76,81","[[30, 35], [76, 81]]",2657,"B,M",Finetune DialoGPT - Normal
3,1,1,be,21,5,2,B,"16,18,21","[[16, 18, 21], [18, 21]]",2657,"B,M",Finetune DialoGPT - Normal
3,1,1,go,21,5,3,B,"16,18,21","[[16, 18, 21], [18, 21]]",2657,"B,M",Finetune DialoGPT - Normal
4,0,1,if,21,63,3,B,"18,21,76,81","[[18, 21], [76, 81]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,1,it's,87,1,2,B,"86,87","[[86, 87]]",2657,"B,M",Finetune DialoGPT - Normal
4,0,1,want,21,33,1,B,"18,21,46,51","[[18, 21], [46, 51]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,1,when,29,1,2,B,"28,29","[[28, 29]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,1,just,51,3,1,B,"48,51","[[48, 51]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,1,them,33,1,1,B,"32,33","[[32, 33]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,1,would,43,5,2,B,"38,43","[[38, 43]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,1,need,81,5,3,B,"76,81","[[76, 81]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,1,she,15,3,2,B,"12,15","[[12, 15]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,1,what,81,5,2,B,"76,81","[[76, 81]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,1,make,33,1,1,B,"32,33","[[32, 33]]",2657,"B,M",Finetune DialoGPT - Normal
2,0,4,on death row .,5,3,1,B,"2,5","[[2, 5]]",2717,"B,M",Finetune DialoGPT - Normal
2,0,3,"you know ,",19,5,2,B,"14,19","[[14, 19]]",2717,"B,M",Finetune DialoGPT - Normal
10,2,2,"know ,",5,33,1,B,"2,5,7,14,19,22,25,32,34,35","[[2, 5, 7], [14, 19], [22, 25], [32, 34, 35], [34, 35]]",2717,"B,M",Finetune DialoGPT - Normal
6,0,2,", you",7,23,1,B,"2,7,14,17,22,25","[[2, 7], [14, 17], [22, 25]]",2717,"B,M",Finetune DialoGPT - Normal
2,0,2,you know,19,5,2,B,"14,19","[[14, 19]]",2717,"B,M",Finetune DialoGPT - Normal
2,0,2,yeah .,79,3,6,B,"76,79","[[76, 79]]",2717,"B,M",Finetune DialoGPT - Normal
4,0,2,"yeah ,",11,31,1,B,"6,11,32,37","[[6, 11], [32, 37]]",2717,"B,M",Finetune DialoGPT - Normal
3,1,2,"i ,",73,3,2,B,"72,73,75","[[72, 73, 75]]",2717,"B,M",Finetune DialoGPT - Normal
2,0,2,that .,11,5,1,B,"6,11","[[6, 11]]",2717,"B,M",Finetune DialoGPT - Normal
